Processor Manufacturer,Processor Series,Processor Model,RAM Type,RAM Memory,Internal Memory Type SSD,Internal Memory Type HDD,Graphics Card Manufacturer,Dedicated Graphics Memory,Graphics Card Model,manufacturer,org_price,store,Screen Resolution,Screen Type,Screen Size
AMD,ATHLON,Athlon Silver 3050e,DDR4,4,0,0,AMD,4,IntegratedAMDRadeonGraphics,lenovo,11300000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,8,0,0,Nvidia,4,GeForceMX550,dell,38990000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,18300000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics,lenovo,16980000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,asus,18640000,digikala,,lcd,
Intel,Corei5,1135G7,DDR4,8,0,0,Intel,4,IntelIrisXeGraphics,huawie,34990000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,asus,18420000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,asus,19660000,digikala,,lcd,
AMD,ATHLON,Athlon Silver 3050e,DDR4,4,0,0,AMD,4,IntegratedAMDRadeonGraphics,lenovo,11940000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,20,0,0,Intel,4,UHDGraphics,asus,19200000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,4,0,0,Intel,4,UHDGraphics,asus,17820000,digikala,,lcd,
Intel,Corei3,10110U,DDR4,8,0,0,Intel,4,UHDGraphics,asus,18400000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,32,0,0,Nvidia,4,GeForceMX550,dell,42490000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,32,0,0,Nvidia,4,GeForceMX550,dell,43500000,digikala,,lcd,
Intel,Corei3,6006U,DDR4,4,0,0,Intel,4,HDGraphics520,asus,16800000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,16,0,0,Nvidia,4,GeForceMX550,dell,79500000,digikala,,lcd,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,31500000,digikala,,lcd,
Intel,Corei7,1065G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,28700000,digikala,,lcd,
Intel,Corei3,10110U,DDR4,12,0,0,Intel,4,UHDGraphics,asus,20200000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,16,0,0,Intel,4,IrisXeGraphics,asus,35950000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,16,0,0,Nvidia,4,IrisXe,asus,31600000,digikala,,lcd,
Intel,Corei3,1215U,DDR4,8,0,0,Intel,4,UHDGraphics,asus,19850000,digikala,,lcd,
Intel,Corei7,1065G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,28700000,digikala,,lcd,
Intel,Corei3,6006U,DDR4,4,0,0,Intel,4,HDGraphics520,asus,15375000,digikala,,lcd,
Intel,Corei3,10110U,DDR4,12,0,0,Intel,4,UHDGraphics,asus,20200000,digikala,,lcd,
Intel,Corei3,6006U,DDR4,4,0,0,Intel,4,HDGraphics520,asus,17250000,digikala,,lcd,
Intel,Corei7,1065G7,DDR4,16,0,0,Nvidia,4,GeForceMX330,asus,31890000,digikala,,lcd,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,35490000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,12,0,0,Intel,4,UHDGraphics,lenovo,18850000,digikala,,lcd,
Intel,Corei7,1065G7,DDR4,12,0,0,Nvidia,4,GeForceMX330,asus,35370000,digikala,,lcd,
Intel,Corei3,6006U,DDR4,4,0,0,Intel,4,HDGraphics520,asus,17250000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,8,0,0,Nvidia,4,IrisXeGraphics,asus,30300000,digikala,,lcd,
Intel,Corei3,6006U,DDR4,4,0,0,Intel,4,HDGraphics520,asus,16800000,digikala,,lcd,
Intel,Corei5,1335U,DDR5,8,0,0,Intel,4,IrisXe,dell,55500000,digikala,,lcd,
Intel,Corei7,1165G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,35490000,digikala,,lcd,
Intel,Corei7,1065G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,36180000,digikala,,lcd,
Intel,Corei7,1165G7,DDR4,16,0,0,Nvidia,4,GeForceMX330,asus,33970000,digikala,,lcd,
Intel,Corei7,13650HX,DDR5,16,0,0,Nvidia,4,GeForceRTX4050,dell,82000000,digikala,,lcd,
Intel,Corei7,1065G7,DDR4,16,0,0,Nvidia,4,GeForceMX330,asus,34020000,digikala,,lcd,
Intel,Corei5,1235U,DDR4,16,0,0,Intel,4,IrisXe,asus,28099000,digikala,,lcd,
Intel,Corei5,1135G7,DDR4,8,0,0,Nvidia,4,GeForceMX330,asus,26500000,digikala,,lcd,
Intel,Corei3,1115G4,DDR4,8,0,0,Intel,4,UHDGraphics,lenovo,18350000,digikala,,lcd,
Intel,Corei7,1255U,DDR4,16,0,0,Intel,4,IrisXeGraphics,asus,35950000,digikala,,lcd,
Intel,Corei3,1215U,DDR4,8,0,0,Intel,4,UHDGraphics,asus,17680000,digikala,,lcd,
